nome;jogos_jogados;ama;taxa_vitoria;taxa_escolha;taxa_banimento;cs;ouro;region;tier
Twisted Fate;2.526;2.02:1;46.12%;1.76%;0.11%;159.49;12.588;br;bronze
Corki;2.507;2.14:1;44.48%;1.75%;0.28%;184.88;12.576;br;bronze
Zilean;2.484;3.04:1;51.41%;1.73%;0.24%;71.22;9.668;br;bronze
Karthus;2.453;2.29:1;48.59%;1.71%;0.22%;187.37;13.561;br;bronze
Nidalee;2.422;2.08:1;39.43%;1.69%;0.15%;124.2;11.234;br;bronze
Zac;2.406;2.77:1;47.51%;1.68%;0.28%;141.36;11.211;br;bronze
Hecarim;2.287;2.25:1;43.81%;1.6%;0.42%;174.74;12.071;br;bronze
Taric;2.258;2.74:1;52.3%;1.58%;0.17%;40.8;8.904;br;bronze
Janna;2.256;3.24:1;51.33%;1.57%;0.15%;31.09;8.740;br;bronze
Shyvana;2.209;2.18:1;50.16%;1.54%;0.32%;194.31;12.695;br;bronze
Zeri;2.174;2.29:1;47.79%;1.52%;0.22%;190.96;13.142;br;bronze
Ivern;2.149;2.48:1;46.21%;1.5%;0.18%;126.51;10.631;br;bronze
K'Sante;1.991;1.73:1;41.74%;1.39%;0.42%;158.85;10.928;br;bronze
Jayce;1.953;1.83:1;45.93%;1.36%;0.29%;175.43;12.196;br;bronze
Kled;1.953;2.25:1;50.9%;1.36%;0.65%;156.55;12.410;br;bronze
Taliyah;1.948;1.92:1;45.53%;1.36%;0.18%;167.91;11.598;br;bronze
Anivia;1.847;2.60:1;49.97%;1.29%;0.39%;150.82;11.614;br;bronze
Bel'Veth;1.567;1.87:1;47.22%;1.09%;0.68%;169.09;12.107;br;bronze
Renata Glasc;1.526;2.47:1;47.84%;1.06%;0.18%;37.62;8.951;br;bronze
Rek'Sai;1.478;2.03:1;44.25%;1.03%;0.18%;140.26;11.330;br;bronze
Elise;1.433;2.07:1;45.5%;1%;0.2%;135.32;11.725;br;bronze
Skarner;1.125;2.24:1;43.02%;0.79%;0.22%;134.9;10.398;br;bronze
Lux;52.102;2.64:1;51.61%;22.42%;30.26%;108.97;11.155;br;silver
Caitlyn;50.938;2.12:1;49.35%;21.92%;35.59%;188.03;13.015;br;silver
Kayn;44.037;2.10:1;49.92%;18.95%;17.47%;175.6;12.710;br;silver
Miss Fortune;39.229;2.43:1;51.48%;16.88%;4.63%;182.56;13.535;br;silver
Yasuo;38.938;1.65:1;50.31%;16.76%;34.8%;201.24;12.810;br;silver
Jhin;38.808;2.69:1;49.39%;16.7%;3.83%;178.77;13.112;br;silver
Volibear;34.941;2.17:1;52.67%;15.04%;10.79%;174.95;12.384;br;silver
Kai'Sa;34.466;2.41:1;49.1%;14.83%;2.88%;191.88;13.301;br;silver
Jinx;33.435;2.33:1;51.57%;14.39%;3.79%;189.69;12.747;br;silver
Morgana;32.282;2.74:1;52.91%;13.89%;35.53%;72.72;10.347;br;silver
Ashe;31.988;2.28:1;50.74%;13.77%;3.64%;165.04;12.040;br;silver
Mel;31.878;2.33:1;47.16%;13.72%;42.19%;136.2;12.211;br;silver
Mordekaiser;30.178;1.98:1;52.83%;12.99%;27.51%;175.74;12.531;br;silver
Vayne;29.764;2.08:1;51.55%;12.81%;7.84%;173.49;12.875;br;silver
Nautilus;29.145;2.52:1;48.71%;12.54%;15.48%;64.68;9.601;br;silver
Diana;28.291;2.14:1;51.9%;12.18%;7.55%;180.36;13.177;br;silver
Malzahar;27.967;2.18:1;52.51%;12.04%;18.17%;216.92;13.193;br;silver
Shaco;27.865;2.50:1;48.94%;11.99%;51.6%;147.01;12.592;br;silver
Jax;27.657;1.81:1;51.21%;11.9%;8.27%;176.55;12.641;br;silver
Sylas;27.633;2.05:1;47.71%;11.89%;5.5%;152.37;11.919;br;silver
Zed;27.602;2.28:1;47.63%;11.88%;26.07%;179.55;12.977;br;silver
Yone;27.587;1.61:1;47.65%;11.87%;8.41%;194.89;12.514;br;silver
Warwick;27.242;2.19:1;52.23%;11.73%;12.84%;163.77;12.753;br;silver
Yunara;26.933;2.09:1;48.15%;11.59%;20.49%;196.67;13.007;br;silver
Teemo;24.309;1.89:1;52.11%;10.46%;20.72%;170.6;12.404;br;silver
Veigar;24.111;2.28:1;51.4%;10.38%;3.35%;176.44;12.793;br;silver
Lulu;23.891;3.06:1;48.9%;10.28%;11.94%;30.75;8.560;br;silver
Sett;23.332;1.76:1;52.65%;10.04%;4.74%;172.07;12.576;br;silver
Yorick;23.126;1.91:1;52.86%;9.95%;31.83%;203.23;12.983;br;silver
Master Yi;22.775;2.05:1;53.01%;9.8%;26.25%;181.78;13.430;br;silver
Nami;22.509;3.38:1;51.37%;9.69%;2.02%;25.81;8.686;br;silver
Darius;22.252;1.79:1;48.9%;9.58%;21.06%;181.29;12.552;br;silver
Irelia;22.158;1.61:1;50.23%;9.54%;18.75%;217.27;13.729;br;silver
Ezreal;21.759;2.43:1;46.68%;9.37%;2.71%;177.48;12.387;br;silver
Xin Zhao;21.499;2.15:1;49.01%;9.25%;3.86%;164.9;12.143;br;silver
Ekko;21.138;2.34:1;50.74%;9.1%;2.23%;172.82;13.028;br;silver
Vladimir;19.925;2.01:1;49.12%;8.58%;11.86%;183.56;12.200;br;silver
Ahri;19.920;2.37:1;48.65%;8.57%;4.15%;175.48;11.935;br;silver
Akali;19.490;2.24:1;49.43%;8.39%;11.09%;159.33;12.255;br;silver
Milio;19.276;3.76:1;52.73%;8.3%;6.04%;30.1;8.445;br;silver
Thresh;19.213;2.66:1;48.52%;8.27%;2.28%;36.14;8.969;br;silver
Karma;18.807;2.79:1;49.68%;8.09%;4.19%;50.68;9.208;br;silver
Senna;18.694;2.76:1;49.56%;8.05%;1.76%;92.35;11.224;br;silver
Tristana;18.502;2.19:1;47.61%;7.96%;2.88%;177.2;13.252;br;silver
Pantheon;18.257;2.17:1;49.14%;7.86%;2.45%;111.46;11.669;br;silver
Lucian;18.072;2.23:1;46.12%;7.78%;2.34%;188.52;12.899;br;silver
Sivir;18.048;2.49:1;51.44%;7.77%;2.72%;217.33;13.199;br;silver
LeBlanc;17.668;2.56:1;48%;7.6%;11.99%;151.5;11.958;br;silver
Seraphine;16.957;2.80:1;49.59%;7.3%;2.42%;54.75;9.740;br;silver
Zyra;16.833;2.32:1;52.11%;7.24%;6.34%;82.01;10.541;br;silver
Nocturne;16.676;2.52:1;51.28%;7.18%;9.05%;181.73;12.989;br;silver
Trundle;16.330;2.03:1;49.75%;7.03%;3.69%;177.33;12.589;br;silver
Aatrox;16.155;1.84:1;48.31%;6.95%;6.95%;171.13;11.783;br;silver
Leona;16.136;2.54:1;50.19%;6.94%;5%;33.03;8.988;br;silver
Malphite;15.951;2.47:1;50.83%;6.87%;3.24%;146.55;11.523;br;silver
Viego;15.940;2.26:1;50.48%;6.86%;2.4%;173.71;13.028;br;silver
Katarina;15.635;2.16:1;48.7%;6.73%;6.47%;158.44;12.842;br;silver
Garen;15.487;2.05:1;50.91%;6.67%;1.98%;194.19;13.128;br;silver
Smolder;15.477;2.38:1;50.42%;6.66%;1.4%;202.05;13.133;br;silver
Brand;15.463;2.09:1;51.57%;6.66%;5.01%;92.48;11.149;br;silver
Soraka;14.465;2.98:1;51.89%;6.23%;4.87%;26.8;8.259;br;silver
Briar;14.381;2.21:1;54.54%;6.19%;9.11%;168.22;13.327;br;silver
Varus;14.086;2.18:1;46.5%;6.06%;0.92%;178.62;12.560;br;silver
Lee Sin;13.974;2.49:1;47.32%;6.01%;5.09%;157.59;12.296;br;silver
Fiora;13.926;1.48:1;47.24%;5.99%;3.6%;183.95;12.502;br;silver
Renekton;13.363;1.90:1;49.25%;5.75%;3.02%;190.09;12.503;br;silver
Twitch;13.350;2.35:1;49.44%;5.75%;2.73%;162.04;13.308;br;silver
Swain;13.261;2.39:1;50.32%;5.71%;2.13%;86.08;10.637;br;silver
Fizz;13.176;2.30:1;51.1%;5.67%;6.77%;158.87;13.062;br;silver
Amumu;12.305;2.46:1;53.31%;5.3%;1.69%;154.94;11.610;br;silver
Pyke;12.016;2.08:1;47.1%;5.17%;7.68%;37.34;10.590;br;silver
Samira;11.777;2.16:1;50.06%;5.07%;8.96%;177.62;13.661;br;silver
Qiyana;11.658;2.04:1;45.45%;5.02%;1.36%;167.94;12.548;br;silver
Wukong;11.528;2.57:1;50.81%;4.96%;0.99%;166.93;12.407;br;silver
Quinn;11.415;2.05:1;50.85%;4.91%;4.32%;167.62;13.184;br;silver
Nasus;11.172;2.01:1;50.37%;4.81%;2.19%;182.02;12.396;br;silver
Tahm Kench;10.846;2.48:1;49.81%;4.67%;2.35%;71.08;10.208;br;silver
Ryze;10.682;2.15:1;49.41%;4.6%;0.34%;204.01;12.590;br;silver
Kha'Zix;10.560;2.34:1;49.77%;4.55%;2.15%;170.31;13.189;br;silver
Aurora;10.125;2.25:1;48.18%;4.36%;4.73%;175.22;12.040;br;silver
Xerath;10.025;2.84:1;52.44%;4.31%;1.68%;120.63;11.715;br;silver
Cho'Gath;9.901;2.15:1;50.97%;4.26%;0.98%;168.92;12.267;br;silver
Tryndamere;9.874;1.67:1;48.96%;4.25%;1.7%;208.14;13.406;br;silver
Galio;9.817;2.62:1;49.67%;4.23%;1.07%;139.89;10.832;br;silver
Blitzcrank;9.800;2.41:1;48.17%;4.22%;7.91%;32.41;8.856;br;silver
Vel'Koz;9.495;2.35:1;51.48%;4.09%;1.31%;89.17;11.000;br;silver
Ziggs;9.479;2.43:1;51.63%;4.08%;0.71%;183.21;12.597;br;silver
Urgot;9.371;1.97:1;51.78%;4.03%;1.97%;191.95;13.218;br;silver
Gangplank;9.282;2.06:1;47.75%;3.99%;1.13%;198.74;13.942;br;silver
Neeko;9.262;2.19:1;48%;3.99%;1.4%;82.5;10.474;br;silver
Shen;9.243;2.76:1;48.82%;3.98%;0.42%;127.61;10.686;br;silver
Kayle;9.229;1.83:1;52.06%;3.97%;0.87%;207.59;13.031;br;silver
Hwei;8.977;2.39:1;48.88%;3.86%;1.32%;156.54;11.614;br;silver
Aphelios;8.901;1.97:1;49.77%;3.83%;1.08%;181.62;12.886;br;silver
Heimerdinger;8.843;1.83:1;50.8%;3.81%;4.87%;179.77;12.226;br;silver
Orianna;8.800;2.47:1;47.31%;3.79%;0.46%;180.92;11.912;br;silver
Illaoi;8.797;1.59:1;50.45%;3.79%;8.91%;190.72;12.496;br;silver
Fiddlesticks;8.701;2.31:1;49.07%;3.74%;0.84%;154.59;12.132;br;silver
Xayah;8.627;2.23:1;48.55%;3.71%;0.58%;195.45;12.855;br;silver
Vi;8.606;2.31:1;49.42%;3.7%;0.5%;167.06;12.210;br;silver
Sejuani;8.567;2.90:1;49.11%;3.69%;0.65%;158.75;11.523;br;silver
Poppy;8.502;2.33:1;50.41%;3.66%;0.71%;107.22;10.765;br;silver
Sion;8.463;2.08:1;52.36%;3.64%;0.31%;185.55;12.655;br;silver
Dr. Mundo;8.373;1.99:1;50.29%;3.6%;2.59%;184.1;12.100;br;silver
Rengar;8.352;1.96:1;45.2%;3.59%;1.11%;177.96;13.017;br;silver
Draven;8.336;1.94:1;46.99%;3.59%;7.47%;180.18;13.532;br;silver
Braum;8.327;2.75:1;48.72%;3.58%;1.05%;28.83;8.717;br;silver
Jarvan IV;8.274;3.06:1;51.03%;3.56%;0.52%;157.19;12.259;br;silver
Vex;8.185;2.33:1;50.63%;3.52%;4.48%;167.61;12.108;br;silver
Naafiri;8.018;2.56:1;50.74%;3.45%;3.74%;174.49;12.988;br;silver
Riven;7.989;1.84:1;47.19%;3.44%;1.15%;175.97;12.216;br;silver
Sona;7.665;3.10:1;51.92%;3.3%;0.26%;30.85;8.997;br;silver
Rammus;7.486;3.07:1;51.82%;3.22%;8.68%;155.38;11.523;br;silver
Kassadin;7.358;2.37:1;50.05%;3.17%;1.27%;168.52;12.614;br;silver
Viktor;7.315;2.22:1;48.56%;3.15%;0.84%;181.21;12.032;br;silver
Ambessa;7.226;1.92:1;46.98%;3.11%;3.05%;171.69;11.806;br;silver
Rakan;7.096;2.71:1;48.06%;3.05%;0.3%;31.98;8.544;br;silver
Gragas;7.092;2.24:1;47.87%;3.05%;0.32%;157.16;11.630;br;silver
Rell;6.757;2.73:1;48.53%;2.91%;1.18%;30.79;9.112;br;silver
Alistar;6.733;2.42:1;47.9%;2.9%;0.72%;31.39;8.608;br;silver
Zoe;6.518;2.48:1;48.3%;2.81%;1.42%;142.15;11.595;br;silver
Syndra;6.414;2.23:1;48.32%;2.76%;1.06%;181.75;12.639;br;silver
Singed;6.405;1.75:1;51.8%;2.76%;0.87%;223.92;13.245;br;silver
Gnar;6.239;1.89:1;47.94%;2.69%;0.6%;176.17;12.171;br;silver
Evelynn;6.216;2.57:1;48.73%;2.68%;2.33%;151.59;12.574;br;silver
Aurelion Sol;6.194;2.48:1;51%;2.67%;0.69%;189.08;13.144;br;silver
Yuumi;6.176;4.47:1;47.3%;2.66%;1.33%;14.67;8.279;br;silver
Akshan;6.105;2.11:1;47.91%;2.63%;0.72%;172.08;13.375;br;silver
Annie;6.094;2.15:1;49.59%;2.62%;0.75%;143.15;11.646;br;silver
Maokai;6.026;2.51:1;49.32%;2.59%;0.25%;72.39;9.856;br;silver
Gwen;5.923;1.50:1;44.37%;2.55%;1.97%;181.26;12.237;br;silver
Graves;5.849;2.25:1;47.51%;2.52%;0.39%;191.4;13.538;br;silver
Kog'Maw;5.789;2.23:1;52.08%;2.49%;0.76%;175.01;13.188;br;silver
Bard;5.665;2.74:1;46.76%;2.44%;0.37%;38.91;9.594;br;silver
Lillia;5.664;2.49:1;47.74%;2.44%;1.39%;176.73;12.484;br;silver
Udyr;5.642;2.16:1;48.32%;2.43%;0.83%;176.68;12.071;br;silver
Ornn;5.631;2.26:1;49.46%;2.42%;0.25%;165.09;11.362;br;silver
Talon;5.613;2.21:1;48.16%;2.42%;0.37%;183.87;13.092;br;silver
Kindred;5.509;2.04:1;47.05%;2.37%;0.5%;174.48;13.140;br;silver
Cassiopeia;5.256;1.98:1;47.09%;2.26%;0.88%;180.75;12.136;br;silver
Lissandra;5.188;2.21:1;48.59%;2.23%;0.84%;172.08;11.790;br;silver
Camille;4.974;1.77:1;46.56%;2.14%;0.6%;164.17;11.925;br;silver
Zac;4.811;2.85:1;49.32%;2.07%;0.35%;143.28;11.340;br;silver
Twisted Fate;4.769;2.00:1;46.03%;2.05%;0.11%;167.96;12.810;br;silver
Rumble;4.728;1.99:1;48.01%;2.03%;0.31%;177.09;12.122;br;silver
Nidalee;4.693;2.29:1;44.21%;2.02%;0.14%;133.9;11.691;br;silver
Azir;4.678;1.83:1;46.71%;2.01%;0.49%;196.75;12.383;br;silver
Janna;4.667;3.19:1;51%;2.01%;0.19%;29.87;8.650;br;silver
Nilah;4.601;2.13:1;50.12%;1.98%;1.82%;184.35;13.625;br;silver
Kennen;4.508;2.01:1;48.58%;1.94%;0.52%;163.53;11.892;br;silver
Zilean;4.484;3.12:1;49.06%;1.93%;0.29%;69.19;9.589;br;silver
Nunu & Willump;4.404;2.45:1;48.84%;1.9%;0.27%;153.01;11.508;br;silver
Corki;4.400;2.16:1;45.95%;1.89%;0.3%;194.94;12.804;br;silver
Hecarim;4.225;2.33:1;44.57%;1.82%;0.45%;182.93;12.361;br;silver
Karthus;4.189;2.30:1;49.25%;1.8%;0.25%;201.14;13.866;br;silver
Ivern;4.169;2.79:1;48.72%;1.79%;0.2%;128.8;10.619;br;silver
Kalista;4.055;1.83:1;43.13%;1.75%;0.5%;172.57;12.758;br;silver
Olaf;3.967;1.86:1;51.55%;1.71%;0.75%;182.27;12.841;br;silver
Zeri;3.882;2.23:1;47.99%;1.67%;0.17%;202.48;13.358;br;silver
Taric;3.701;2.80:1;53.77%;1.59%;0.19%;40.39;8.850;br;silver
Jayce;3.653;1.87:1;45.72%;1.57%;0.21%;187.9;12.578;br;silver
K'Sante;3.648;1.78:1;44.35%;1.57%;0.56%;169.36;11.201;br;silver
Kled;3.608;2.22:1;52.05%;1.55%;0.8%;163.32;12.429;br;silver
Taliyah;3.458;1.93:1;45.37%;1.49%;0.18%;178.99;11.938;br;silver
Elise;3.102;2.26:1;48.97%;1.34%;0.22%;141.36;12.007;br;silver
Anivia;2.996;2.54:1;51.44%;1.29%;0.36%;159.86;11.752;br;silver
Rek'Sai;2.879;2.17:1;44.63%;1.24%;0.17%;150.85;11.796;br;silver
Shyvana;2.833;2.16:1;48.61%;1.22%;0.28%;200.71;12.762;br;silver
Renata Glasc;2.823;2.63:1;50.3%;1.22%;0.19%;35.54;8.963;br;silver
Bel'Veth;2.727;2.03:1;47.78%;1.17%;0.73%;176.21;12.538;br;silver
Skarner;1.772;2.30:1;41.37%;0.76%;0.25%;139.4;10.493;br;silver
Caitlyn;48.093;2.11:1;49.96%;19.95%;34.19%;195.94;13.068;br;gold
Lux;47.268;2.66:1;51.54%;19.61%;23.84%;118.44;11.190;br;gold
Jhin;40.955;2.72:1;49.57%;16.99%;2.72%;186.54;13.161;br;gold
Kayn;40.866;2.15:1;50.5%;16.96%;17.24%;179.06;12.661;br;gold
Kai'Sa;39.676;2.41:1;49.67%;16.46%;2.84%;198.4;13.365;br;gold
Yasuo;37.432;1.59:1;50.4%;15.53%;35.28%;207.28;12.790;br;gold
Volibear;34.591;2.18:1;52.97%;14.35%;12.07%;178.68;12.373;br;gold
Jinx;34.230;2.34:1;52.34%;14.2%;3.25%;198.92;12.871;br;gold
Vayne;33.565;2.12:1;53%;13.93%;8.37%;180.94;12.923;br;gold
Zed;32.993;2.32:1;48.5%;13.69%;30.05%;185.09;12.962;br;gold
Nami;32.402;3.42:1;52.57%;13.44%;3.23%;26.09;8.657;br;gold
Sylas;31.828;2.09:1;48.57%;13.21%;6.31%;158.06;11.959;br;gold
Yunara;31.523;2.13:1;48.62%;13.08%;24.76%;205.28;13.127;br;gold
Diana;31.285;2.13:1;52.37%;12.98%;7.97%;186.52;13.163;br;gold
Mel;30.828;2.34:1;48.28%;12.79%;38.19%;144.26;12.247;br;gold
Ashe;30.358;2.28:1;51.08%;12.6%;2.96%;174.11;12.104;br;gold
Lulu;29.582;3.15:1;49.36%;12.27%;19.03%;29.78;8.477;br;gold
Nautilus;28.644;2.57:1;49.72%;11.88%;17.76%;69.36;9.560;br;gold
Miss Fortune;28.583;2.44:1;51.79%;11.86%;2.14%;190.48;13.514;br;gold
Mordekaiser;28.050;1.95:1;53.42%;11.64%;24.86%;182.21;12.471;br;gold
Morgana;27.750;2.77:1;52.71%;11.51%;34.31%;75.73;10.245;br;gold
Malzahar;27.615;2.15:1;52.55%;11.46%;16.63%;220.44;13.026;br;gold
Milio;27.067;3.87:1;53.44%;11.23%;10.33%;28.44;8.352;br;gold
Shaco;26.727;2.55:1;48.79%;11.09%;48.37%;149.75;12.616;br;gold
Yone;26.362;1.60:1;48.39%;10.94%;8.58%;201.89;12.498;br;gold
Vladimir;25.666;2.04:1;50.69%;10.65%;15.74%;191.18;12.345;br;gold
Jax;25.282;1.79:1;51.27%;10.49%;9.02%;181.72;12.595;br;gold
Thresh;25.088;2.74:1;49.18%;10.41%;3.59%;34.55;8.878;br;gold
Karma;24.556;2.81:1;50.09%;10.19%;6.88%;46.35;9.011;br;gold
Ekko;23.510;2.42:1;51.34%;9.75%;2.44%;178.45;13.018;br;gold
Ezreal;23.119;2.44:1;46.97%;9.59%;2.92%;185.99;12.490;br;gold
Irelia;22.671;1.57:1;50.32%;9.41%;20.69%;222.53;13.737;br;gold
Xin Zhao;22.517;2.22:1;49.37%;9.34%;4.53%;168.54;12.121;br;gold
Darius;22.457;1.77:1;49.28%;9.32%;22.73%;188.59;12.603;br;gold
Lucian;22.367;2.28:1;47.89%;9.28%;3.6%;197.39;13.055;br;gold
Warwick;22.159;2.22:1;53.52%;9.19%;8.82%;166.92;12.692;br;gold
Sivir;21.727;2.53:1;52.3%;9.01%;3.24%;225.14;13.265;br;gold
Sett;21.677;1.73:1;51.97%;8.99%;3.79%;177.88;12.532;br;gold
Ahri;20.757;2.43:1;49.99%;8.61%;3.91%;182.78;11.968;br;gold
Veigar;19.538;2.29:1;51.64%;8.11%;1.86%;186.65;12.831;br;gold
Pantheon;19.504;2.19:1;49.91%;8.09%;2.68%;120.17;11.725;br;gold
Yorick;19.467;1.79:1;52.17%;8.08%;26.96%;206.45;12.846;br;gold
Akali;19.386;2.25:1;50.96%;8.04%;11.56%;166.66;12.275;br;gold
Smolder;19.380;2.37:1;50.5%;8.04%;1.79%;209.17;13.151;br;gold
Senna;19.223;2.81:1;50.43%;7.98%;1.93%;96.49;11.163;br;gold
LeBlanc;19.214;2.55:1;48.25%;7.97%;12.1%;157.41;11.964;br;gold
Teemo;19.212;1.88:1;52.22%;7.97%;14.98%;174.45;12.359;br;gold
Master Yi;19.158;2.08:1;52.04%;7.95%;23.36%;184.16;13.388;br;gold
Katarina;18.271;2.18:1;48.6%;7.58%;7.61%;164.3;12.866;br;gold
Aatrox;18.215;1.82:1;48.92%;7.56%;8.65%;177.28;11.852;br;gold
Viego;17.709;2.33:1;50.56%;7.35%;2.82%;178.6;13.156;br;gold
Soraka;17.544;3.03:1;52.66%;7.28%;6.14%;27.37;8.214;br;gold
Lee Sin;17.307;2.59:1;48.31%;7.18%;7.08%;161.15;12.330;br;gold
Nocturne;16.110;2.61:1;51.93%;6.68%;9.9%;185.33;12.952;br;gold
Tristana;15.961;2.24:1;49.35%;6.62%;1.91%;186.2;13.360;br;gold
Renekton;15.705;1.90:1;50.06%;6.52%;3.82%;198.15;12.632;br;gold
Zyra;15.643;2.37:1;52.79%;6.49%;5.97%;81.79;10.421;br;gold
Fiora;15.303;1.47:1;48.56%;6.35%;4.15%;191.06;12.595;br;gold
Varus;15.258;2.20:1;47.58%;6.33%;0.99%;187.22;12.673;br;gold
Qiyana;14.933;2.13:1;47.03%;6.2%;2.28%;174;12.675;br;gold
Leona;14.912;2.60:1;50.64%;6.19%;4.51%;33.84;8.880;br;gold
Malphite;14.872;2.55:1;52.21%;6.17%;4.06%;158.45;11.557;br;gold
Garen;14.715;2.03:1;51.44%;6.11%;1.88%;202.85;13.312;br;gold
Briar;14.701;2.23:1;54.79%;6.1%;9.06%;171.35;13.323;br;gold
Seraphine;14.034;2.76:1;49%;5.82%;1.35%;55.03;9.614;br;gold
Trundle;13.445;2.10:1;50.61%;5.58%;2.7%;180.25;12.518;br;gold
Pyke;12.940;2.13:1;48.42%;5.37%;6.99%;36.04;10.517;br;gold
Brand;12.894;2.07:1;52.72%;5.35%;3.53%;92.93;10.929;br;gold
Quinn;12.807;2.11:1;53.6%;5.31%;5.09%;173.53;13.256;br;gold
Wukong;12.657;2.62:1;50.99%;5.25%;1.13%;170.54;12.434;br;gold
Twitch;12.458;2.38:1;50.98%;5.17%;1.86%;167.84;13.328;br;gold
Kha'Zix;12.298;2.45:1;50.94%;5.1%;2.49%;175.13;13.318;br;gold
Swain;12.201;2.37:1;50.82%;5.06%;1.51%;88.9;10.497;br;gold
Gangplank;12.004;2.04:1;48.35%;4.98%;1.66%;204.53;13.936;br;gold
Ryze;11.951;2.13:1;49.79%;4.96%;0.47%;209.64;12.517;br;gold
Samira;11.702;2.21:1;50.5%;4.86%;7.48%;185.83;13.793;br;gold
Fizz;11.669;2.25:1;51.26%;4.84%;6%;167.39;13.062;br;gold
Xerath;10.910;2.94:1;52.45%;4.53%;1.74%;129.04;11.774;br;gold
Orianna;10.868;2.55:1;47.71%;4.51%;0.47%;184.79;11.884;br;gold
Aurora;10.703;2.27:1;49.02%;4.44%;5.5%;181.49;12.006;br;gold
Jarvan IV;10.546;3.17:1;50.63%;4.38%;0.67%;160.91;12.200;br;gold
